BALANCE	PURCHASES	ONEOFF_PURCHASES	CREDIT_LIMIT	PAYMENTS	MINIMUM_PAYMENTS
63.064197	1176.93	0	7500	1319.009967	64.517961
3.29042	225.6	0	4000	268.500244	29.584288
182.959331	847.88	0	5000	757.48839	193.758424
5082.971064	1893.89	1543.89	9500	1607.021526	1480.26633
2817.403474	1878.54	1198.89	3500	3185.017063	1079.066979
320.35306	2542.61	696.08	7500	3158.530331	192.272514
2801.239086	0	0	10000	696.538922	1095.734566
126.289657	366.68	0	3000	679.431948	126.692506
7985.621826	123.24	123.24	14500	9438.180272	1961.413154
1084.131331	803.22	0	1000	866.009167	1038.182688
5520.201751	0	0	7000	5878.42845	1719.694161
109.594389	177	177	1950	170.47103	221.171027
2416.771489	4201.13	3802.21	5500	6091.906636	830.39506
5701.848812	1126.68	1033.6	7000	1382.179262	1438.031851
2866.054641	0	0	3000	714.738754	799.591816
1352.301367	263.04	263.04	2300	4228.186416	325.737106
495.069704	2610.3	902.6	8500	2217.869091	219.629629
1299.93337	0	0	2400	303.052882	453.831541
3020.900667	0	0	4000	1171.807751	848.973008
608.752081	5446.88	3466.22	9500	5623.305898	233.917424
4587.892398	140.6	140.6	5500	1151.202909	1489.130441
4005.344926	9134.26	2002.9	10500	3579.298838	1148.902535
534.75165	3044.6	3044.6	3000	8987.534163	332.787755
34.387537	153.18	61.9	2500	99.085409	145.637604
11964.83264	1175.35	1031.85	14000	2949.673416	3098.62505
1553.505165	522	0	1000	472.580919	15584.09742
10.106017	1160.66	34.9	1500	1152.518504	32.376453
397.003171	3042.08	1419.07	8500	2764.893686	246.737259
611.561026	765	765	2000	204.464151	146.352314
4840.545574	1595.93	1595.93	6000	905.844846	2376.919568
0	313.89	0	6000	0	
1176.992085	890	400	3000	640.607666	289.747401
47.107274	2226.06	0	8500	2507.587709	97.944748
289.529643	110	110	1200	697.009124	1117.265123
2689.040221	0	0	9000	854.431761	681.959088
14.871714	62.7	62.7	3000	125.780361	164.519883
35.360897	587.34	0	11500	549.036894	139.958805
1902.665938	4666.51	4464.76	7500	6153.484827	534.578893
17.026818	453.24	0	2000	435.997908	62.817278
229.540732	694.91	37.5	7500	1016.090423	189.29217
186.706199	868	0	4000	618.964215	268.075781
1264.152747	2358.28	2171.8	2500	1175.753031	330.579046
160.15008	1639.97	971.97	7000	1579.491353	178.416176
12856.15251	775.42	649.42	14000	2885.335197	3331.513399
3034.686119	0	0	3000	91.692752	26143.17049
2537.257188	0	0	2750	933.01991	602.387923
2376.483239	858.5	858.5	7000	748.290167	597.63665
3625.207579	0	0	6000	1009.287105	1431.909784
3904.008546	600	0	4700	1154.910275	1475.694904
59.263479	300.68	0	5000	3142.651675	80.613743
1114.56327	0	0	6000	3842.787673	547.238675
1128.717636	55.69	55.69	1200	266.286419	544.723121
451.905949	4468.71	3870.15	4000	4009.961094	184.31048
6074.986862	1000	1000	14000	1365.324882	1766.055701
3490.186741	816	638.91	11500	947.039165	1076.480794
1368.99507	521.31	140	3000	616.095965	467.239217
60.52124	469	0	1000	541.359082	115.03052
1961.322415	476.16	0	2000	791.091826	768.758551
4153.477506	561.25	375.25	8000	1854.156679	1172.150883
22.523964	346.3	0	1800	340.376582	74.812454
7593.590618	0	0	8000	1534.809766	2012.365718
46.054436	812.97	598.09	6000	1314.537349	191.480116
8771.507851	1082.98	497.08	18500	1964.195588	1978.414023
3008.66367	1137.62	659.62	6200	536.091856	981.877595
215.213174	2326.52	136.8	3500	2374.80576	177.683227
96.155647	1070.73	432.8	10000	1229.025203	192.197394
1101.656754	1398.21	1243.5	7000	257.24454	346.844936
4779.786334	1470.24	882.78	7000	4760.677367	1393.490557
765.880394	0	0	8500	2953.858729	335.991369
4705.294706	0	0	9000	8778.87795	1470.361933
2008.461205	0	0	2900	3092.937061	681.529737
2856.16815	29.5	29.5	3000	508.056466	1267.37587
198.12512	0	0	1200	253.475631	73.411615
27.851354	262.71	0	4000	404.572322	170.087703
1487.657507	4115.98	3975.98	5000	3922.394684	474.667356
10915.55075	0	0	15000	18341.95467	3127.192305
107.944741	118.16	118.16	2500	192.781455	56.999671
117.777688	853.3	853.3	2000	851.921672	73.600798
862.481024	2267.38	1674.75	4500	3644.186477	341.5862
7.153512	104.95	0	1500	271.567821	71.59927
48.242289	470.69	57	18000	746.951133	156.812691
490.368785	932.03	231.87	5500	3170.370677	269.655125
1848.248809	307.12	307.12	8500	3421.846931	470.192366
1417.979193	0	0	1500	201.425194	233.54565
510.504804	57	57	12500	15043.66508	256.881348
339.294514	2601.6	0	1800	2582.18354	2374.370421
5151.912071	0	0	7000	1362.424363	1240.254115
1203.464556	440	0	3000	584.787421	267.430198
6437.92423	716.76	54.46	7000	1364.331914	1968.717366
407.177714	4236.36	2325.16	18500	3746.674803	167.823077
3929.705042	935.71	0	6000	6409.769007	1447.893709
6909.058266	473.51	70	7500	1593.897063	3196.171515
1054.905969	885.44	0	1000	1057.25415	1613.401207
3664.282588	493.34	260	9500	1050.91005	821.066878
6443.077147	2155.13	1325.34	7500	9689.602075	3163.402977
4570.04875	888.98	888.98	6000	1179.34586	1200.960907
3573.583803	2513.46	2513.46	9000	4776.370808	836.641054
96.699394	1475.23	1475.23	4000	1595.023315	34.819015
4968.771623	3441.3	2416.7	11500	1385.717858	1499.391822
1031.936983	2308	608	3000	245.914697	564.472958
3.847042	182.08	0	1500	191.067061	54.734326
166.258538	1377.31	827.35	16000	1770.052426	190.754221
1589.449271	255.75	187	3500	599.044421	586.693702
2305.313527	255.7	229.02	6500	620.437714	505.940539
818.310935	1071.8	1020	2500	4763.080391	751.737661
102.751154	1063.69	0	7000	1928.089519	164.687639
11416.64736	1347.7	0	15500	2704.076105	2580.556298
2008.004976	75.5	75.5	5000	485.389275	603.340807
5880.218671	0	0	11500	1828.239171	1952.041626
5354.109275	0	0	7000	1408.437818	1228.996607
3207.605367	0	0	9000	750.543668	1131.588644
4319.531807	0	0	7500	10339.93845	1348.605697
1343.165153	291.62	0	1500	276.342352	849.32088
705.645246	1325.21	1017.21	3000	860.265446	227.004657
112.01046	229	229	150	119.62682	252.515849
1978.041097	0	0	5500	1481.136548	477.284193
468.769607	585.68	445.98	4500	1368.204953	201.964603
15.531077	0	0	2000	1898.347582	32.585321
1003.058842	1627	1627	1200	1897.171179	613.912928
220.938626	2310.61	1375.61	18000	2588.893066	190.034881
5236.290986	1780.79	1080.65	17000	1230.806488	1182.650916
505.333425	5176.62	5176.62	8500	4971.981428	172.888946
17.896575	265.97	0	1000	224.528678	120.554003
5550.171932	1026.26	1026.26	11000	1322.74282	1417.69815
236.507753	2692.65	2072.32	1500	2375.560677	178.352824
1132.282217	0	0	1200	281.613657	240.366583
247.857188	0	0	1200	253.663706	260.21665
3312.222433	3729.7	2169.35	8000	4974.329762	931.22828
1373.252757	0	0	1500	303.776791	466.08332
71.542751	561.38	0	1500	482.868194	168.926878
0	609	0	2500	893.429001	
147.418569	1074	1074	5500	0	
774.645244	190.54	0	1200	2365.524893	423.0202
727.467671	420.88	0	4500	1190.41941	205.529399
1115.208504	30	30	1500	1839.908719	570.913732
366.441008	0	0	3000	4634.133777	476.217118
3891.346976	3629.8	50	7500	8259.411897	4725.470314
7442.599092	1080	0	8500	4365.058558	6019.766066
752.485849	0	0	1200	1321.798347	145.445603
537.491488	1672.99	972.01	1600	1306.526458	968.817429
1890.946618	0	0	2500	4847.513095	507.635447
11.269672	248.31	0	9500	36.844388	66.224535
50.006512	701.25	0	3500	1834.431851	132.939468
5115.712849	4378.8	3195.58	10000	2241.246911	1320.011574
984.724235	10243.48	4316.82	7500	11112.38396	252.899236
952.379745	481.75	431.75	1200	449.280028	273.503587
160.681189	993.5	896	6500	980.963861	140.519148
3461.183622	200	200	3500	1322.74089	3419.12662
232.638142	3161.02	2012.38	7000	2608.402427	156.424862
126.134681	1197.12	1197.12	9000	936.326494	180.002457
1958.649839	1759.46	1759.46	7000	226.879675	415.235431
24.099873	294	0	5000	303.409519	185.055438
4424.767314	0	0	7000	864.1411	983.378772
2297.708974	0	0	3000	893.62955	469.990207
1667.269812	86.69	86.69	5500	313.750208	351.085178
74.254958	952.16	463.04	7000	913.302873	174.963013
9.526312	92.02	0	1600	100.915736	82.436727
95.853493	796.9	0	1950	1475.770687	160.568063
772.206384	1319.19	1296.69	1200	2853.125011	528.790549
533.163378	0	0	1800	1753.60425	206.790234
66.65712	585.87	585.87	10000	570.478919	182.613309
918.401897	0	0	3500	4404.853578	254.748687
1630.676858	0	0	1950	558.164261	495.630406
2384.257016	0	0	2500	564.37975	847.079637
25.706551	133.86	0	9500	148.214416	167.952263
956.303408	1451.5	1451.5	1200	210.435488	886.458108
40.627614	528.08	528.08	2000	384.322913	174.894699
5010.879703	0	0	7000	1327.690018	1273.479311
1822.259235	0	0	2500	589.389711	428.293387
4936.913341	407.81	351.81	5000	2189.546633	2473.447437
93.964086	815.34	149.04	2500	361.786239	125.693866
512.946312	4391.87	3943.37	16500	4962.461845	175.713135
680.889818	2445.24	2253.76	3400	2082.619124	192.20043
2177.338711	0	0	2500	943.909555	663.690608
1055.833418	351.54	61.54	3000	585.022975	251.539573
153.949311	0	0	11500	2699.969008	17.401529
5906.184924	141.8	141.8	10000	933.969974	919.289675
1061.394006	0	0	8500	273.383468	319.905806
8.187263	0	0	1350	0	
126.018616	1218.24	0	5000	1040.640647	153.824693
462.598215	1319.26	1319.26	3500	98.018318	281.813294
195.575108	2984.34	2754.92	14500	1885.940209	196.257674
4759.70237	614.01	473.01	7500	7324.826511	1023.038321
1581.742203	0	0	1800	463.88804	448.969242
1026.201421	0	0	1200	440.519737	320.383825
1585.806548	0	0	2000	566.302426	351.844812
645.181409	0	0	1400	2185.891694	436.135143
237.861439	569.02	246.89	3200	589.35887	186.59462
297.004363	2729	1409	16500	1275.398838	177.970856
2895.765754	2753.35	1960	9000	861.251403	906.390801
14.58126	87.3	0	8000	669.767901	162.269258
310.795046	0	0	7500	2811.544882	111.338928
3470.333673	1184.98	757.95	7000	4291.341088	946.341931
989.022229	0	0	1200	1071.879544	263.735953
2048.834742	3342.9	1907.9	2500	1685.441335	2766.440973
3037.476732	1225.79	0	5100	7799.250959	1347.127384
1072.257388	0	0	1200	286.46296	263.950897
5097.916969	139.67	139.67	6000	3313.162847	2759.80377
975.820862	66.72	0	1000	254.277454	199.50774
5827.830678	577.98	358.02	6000	1771.36501	1842.75662
7543.580736	0	0	8500	1738.415018	1785.269757
87.802127	803.95	803.95	1000	1134.379946	137.584907
3268.304631	340.57	250.48	6000	1282.359	1027.045756
45.295495	451.01	0	7500	481.372024	172.53607
234.183227	617.3	169.8	2500	1436.234437	169.80316
36.868847	360	0	3000	286.431721	91.31394
334.1265	0	0	1400	1811.558237	176.978122
193.12654	1955.98	0	2500	1891.721179	203.382558
443.202789	350.31	0	4500	398.335288	223.457783
23.39023	291.7	0	2500	453.889925	153.140825
1872.934017	382.5	310	1950	463.938794	1005.849526
2490.787594	176.65	66.69	2500	857.979134	746.423779
3212.093869	2203.68	1776.68	6000	2007.453777	908.096391
339.406259	14.28	0	10500	1263.292815	1486.059666
11077.99148	3419.92	3419.92	12000	10934.50273	7294.953939
899.195559	921.94	256.1	5000	6368.638423	288.469452
1154.410108	0	0	3000	2607.110273	471.642521
846.223191	437.6	437.6	14500	1092.822745	203.614145
597.44365	0	0	1500	1572.905114	160.096384
4413.803457	0	0	5000	1305.912583	1423.184018
3586.05105	141	40	4350	3843.798591	11760.91651
1965.755378	889.66	580.09	2500	2612.998677	691.369848
19.897641	375.23	0	6000	390.112154	90.478454
2740.10065	169.19	169.19	3200	1108.374243	625.831281
393.700868	0	0	1000	319.088414	185.010395
459.134859	223.34	0	500	498.401939	455.872675
4805.164203	0	0	8500	1260.875219	1622.411952
6668.982024	0	0	7500	1752.332514	2371.318646
1238.049848	45.65	45.65	1500	2643.105215	477.494152
7801.511533	231.4	231.4	13500	1593.617739	1522.496755
1114.506863	602.07	0	1800	676.487532	248.438014
1212.426549	265.22	265.22	3000	332.755679	441.115564
210.870503	664.05	664.05	7500	728.19268	140.348508
6493.033342	447.5	447.5	8000	1907.59974	1874.457189
3106.036183	2128.56	1036.24	7200	5564.776852	697.464133
909.560162	912.1	669.88	1200	1476.333722	668.368282
3633.533005	383.2	383.2	11000	1061.683135	953.456332
86.650277	910.51	0	7000	884.056926	126.337242
86.547135	789.45	789.45	2500	1370.171713	119.649702
144.513072	758.5	0	3000	860.545375	192.201279
1182.324933	0	0	1200	503.164651	326.336533
32.821775	644.99	0	4000	579.016837	75.944094
1.365808	60	60	4000	0	
119.604008	1068.28	0	1000	828.169919	131.584974
134.238558	420	287	7500	519.436959	190.475641
128.48978	462.86	0	3000	381.3599	171.903711
749.168331	164.9	164.9	2000	190.995312	244.581997
1544.585361	0	0	2000	408.068987	478.097868
172.131105	1666.95	0	2500	1326.099687	163.00004
266.475852	0	0	1500	792.623374	226.586503
549.915249	1556.66	912.7	11000	2285.324243	178.691151
0	1090.69	815.7	1800	0	
8559.236795	170	170	9000	1541.113331	4403.024728
6810.401782	635.76	164.32	10000	3161.148768	3781.907645
2917.656276	141.81	141.81	8000	993.289914	1013.060637
542.807485	220.62	220.62	2000	608.782428	166.733071
2362.643772	2826.99	1496.59	3000	1748.687628	984.331832
4164.796859	784.63	617.54	9000	1072.433416	1311.061985
1304.460033	0	0	1500	395.136073	368.588193
1601.692049	61.46	0	4000	399.369214	512.759705
4556.537803	1450	1450	9000	1010.845518	917.567262
751.398349	1977.5	747.5	3500	1068.053378	267.917098
1510.111755	1895.25	541.57	9000	1711.89518	313.131912
3490.855736	1039.48	1039.48	9000	1091.424125	1048.661408
6384.360491	1856.84	1394.21	7500	2275.686606	1485.827109
1327.653853	20.9	20.9	1500	287.690115	483.2481
9226.646604	671.31	671.31	12000	2726.318749	3129.402094
3441.516174	358.68	0	7500	1376.000823	751.654272
1117.34082	474.96	0	1000	609.837201	3449.632561
1828.62196	0	0	2300	2466.964742	471.940554
3011.469977	582.28	0	6500	2975.129814	1001.234058
99.680638	0	0	10500	661.87877	122.779423
1517.559661	0	0	1950	473.175712	381.272303
101.025128	0	0	6500	5321.022187	82.041959
12.737355	152.73	0	1200	159.150457	130.831887
1135.816377	520.24	520.24	1200	706.605439	785.964114
24.1725	270	0	8500	378.193141	102.149848
763.696095	1229.42	1229.42	7000	2422.735455	294.622525
8073.909084	0	0	8500	2414.311297	2333.795712
745.157677	485.17	485.17	3000	191.111587	285.884887
32.915398	192.99	68.6	6000	153.983501	137.922744
8198.627284	0	0	14000	2141.722429	2007.048657
623.955961	0	0	1200	1838.851003	174.872521
2123.483416	2453.18	2051.52	7500	517.974559	519.270488
939.348677	50	50	1000	315.440785	628.156487
1372.486104	3005.25	1507.99	3000	3462.386054	405.078016
123.05867	151.92	0	3500	447.181346	171.75455
72.794263	227.64	0	2500	159.044676	170.517535
2376.965338	0	0	3000	549.457948	557.916999
57.257195	472.5	472.5	7227.272727	598.240579	174.283792
7499.658084	160	160	13550	1962.972636	1849.313897
1564.3964	1330	0	8000	1078.907798	825.485459
4644.779013	4820.68	4063.61	9200	1076.138168	1324.445876
7418.314012	901.62	858.82	14500	2273.945099	1696.786737
6001.428376	0	0	9000	1369.894805	1791.251295
1127.139413	185	140	6100	2166.388477	311.343748
41.217844	221.48	221.48	13500	1242.51149	167.536373
1565.577135	0	0	3000	3418.679368	477.674801
5459.785308	262	0	7000	1733.828367	1511.483648
166.295463	449.26	449.26	9000	662.951526	183.275472
19.294559	283.8	0	2000	267.972404	173.816768
2478.086158	531.48	0	7000	11480.8742	772.60429
5425.936219	209.9	0	7000	7723.416753	1274.178071
5239.381493	0	0	10000	1345.580941	2011.806301
142.278809	164.68	32.74	2500	539.762925	141.426265
4192.143919	450	450	4500	1271.396821	3642.615905
2711.995096	600	600	5000	1536.48483	841.246469
432.793131	540.13	315.3	6500	737.522982	163.94759
127.808682	2802.08	2213.43	6500	2384.646953	160.547945
374.276019	3589.05	3138.48	6000	3493.186695	173.108861
20.758677	548.01	0	1900	1049.636065	55.511514
2061.835735	0	0	4000	5451.599084	556.327998
1744.956833	0	0	1800	525.461839	539.962551
2241.092286	1260	0	6000	4582.168916	654.524925
2857.598022	0	0	6000	10794.66803	2053.136994
1530.725391	0	0	1600	347.028845	526.384797
337.478135	0	0	3000	978.290582	216.74072
5145.092629	1975.72	679.3	13500	9059.242461	1748.463874
4659.388091	1754.19	764.16	9500	1042.244606	1060.456777
2416.555714	2266.01	1291.62	4000	4075.880525	1439.224679
1467.212481	107	107	6000	268.310194	569.623112
1555.053764	168	0	1500	192.947097	13453.34489
127.062095	453.3	330.8	7000	593.965783	127.194961
259.623619	377.79	290.29	1500	1575.021839	212.402519
28.445432	166.2	166.2	5500	236.022703	97.531842
0.01968	188.02	0	7500	129.791835	
1258.769693	142	42	1200	300.672826	6720.689968
2865.386926	0	0	6500	1186.905688	726.990921
276.446975	1429.39	100	2800	1296.041874	193.607553
2878.528369	0	0	3000	653.306123	897.54649
499.409588	6636.91	6157.74	8000	4290.962037	206.810115
2489.057383	0	0	3000	1209.422549	708.562869
44.463463	154.86	0	2500	182.661133	79.973646
201.463946	2364.85	2364.85	5000	1883.762278	134.457412
2508.850418	0	0	6000	454.176213	373.241553
35.942931	425.67	257.72	6500	439.687694	126.895337
440.186713	985.2	531	6000	1670.869438	191.619507
783.550476	175.8	175.8	2500	1647.886436	219.384407
511.569448	2938.32	1685.35	7500	832.586508	265.118787
5901.592192	1704.95	1141.55	8000	1886.692272	1474.409318
210.618047	290	0	2700	239.005926	171.362848
168.473316	0	0	1200	653.510107	69.53986
1136.796512	869.38	391.86	7000	1785.242525	418.490057
738.956988	0	0	1500	1979.193103	198.854631
858.180885	3034.74	2214.86	6500	5159.89613	312.167299
2065.035103	1462.6	1262.6	3500	3587.267621	533.024631
16.052971	127	127	4500	190.19504	141.377809
2263.795064	320	320	10000	5215.482973	502.888727
1527.905897	0	0	6500	337.499565	337.86934
5266.121863	9030.08	6345.65	6000	7973.983573	6567.292367
6804.186841	640.03	227.6	7100	1891.669441	1979.44478
2836.605817	0	0	3000	508.048005	855.02392
21.328087	512.35	0	2000	716.296679	99.218174
259.15982	1971.9	1580.98	1800	2170.921218	167.050694
414.196362	794.53	794.53	2000	814.33642	150.284972
141.781912	1401.4	0	1500	2759.94906	673.097985
30.530541	360.1	192	1500	872.540799	177.17546
1198.763306	0	0	1200	128.39674	7464.326611
6187.219303	2029.03	1044.28	15000	8518.845677	1591.416385
45.625764	0	0	10000	256.794478	116.200667
358.011796	0	0	1950	4702.661168	501.485565
810.52348	985.33	856.09	5500	5964.049531	502.623056
2910.425009	0	0	7500	3855.512387	749.955592
6784.258276	12.64	0	10000	10813.82933	1661.518089
229.295689	2099.89	2099.89	3000	2470.255953	176.361201
1465.716156	555.71	113.45	1800	566.364739	585.808957
2315.997841	3643.93	2971.8	7500	1256.695062	680.435223
4202.1695	462	462	8000	1010.799168	1541.756326
2085.013555	198.27	198.27	8000	748.549629	524.180778
51.794504	800.11	50.59	4000	877.523458	183.608716
13.363762	238.9	0	1000	197.86349	68.752646
1141.349418	6003.86	3474.35	2500	6848.237541	287.30865
766.261051	1462.73	1100.23	6000	202.561336	195.306688
155.566852	1303.78	207.09	10000	1392.740366	176.247286
1168.692032	0	0	5000	588.925093	287.740551
78.027358	377.07	377.07	1500	1547.271973	157.18024
6671.450524	369.52	369.52	7500	1303.259619	3772.048542
3057.553683	0	0	12500	7265.976143	847.170642
343.003474	3429.49	2789.85	10500	2700.228732	211.715095
4360.245187	703.23	703.23	4500	1372.421202	1377.09619
2900.668727	3056.73	260.68	10000	5402.934943	671.845831
3569.826878	3056.06	1994.34	8500	2333.314296	899.222632
3412.603461	3790.29	1516.3	9500	3362.90923	915.744891
1519.396916	0	0	2000	412.126381	527.787946
1388.825312	974.42	901.92	1500	1071.874614	757.902835
12.313357	107.41	0	2500	128.572704	91.316321
300.140362	2366.36	555	4000	2324.527168	184.880812
267.88449	129	129	12000	1974.293695	72.930255
179.882212	828	0	1000	649.951462	152.775223
49.901311	790.65	538.01	4000	680.166806	145.25185
468.138723	0	0	1500	3198.435463	260.253382
1197.052656	298.51	97.5	1700	2048.896136	486.579542
2632.469367	0	0	3000	737.932369	736.750992
24.479088	90	0	2500	128.865057	124.844559
1391.33075	530.5	530.5	1600	573.866182	482.499021
2748.868773	598.5	598.5	2000	518.300462	28483.25483
1525.273429	133.4	0	1500	568.44997	758.082192
149.345328	1424.4	1330.91	5000	1214.676732	179.371816
1364.390161	786	646	5000	599.435586	323.619258
2274.992396	1794.82	1618.72	7000	722.123971	505.65312
2611.487156	0	0	6500	1155.285734	726.008517
11930.78446	37.03	0	14000	3042.925661	2791.675875
95.843629	1210.95	201.99	8000	1110.838265	127.360837
2518.248504	1086.17	1013.17	3000	708.689089	1030.266046
6380.474771	4381.33	2080.87	11500	1297.408037	2129.183138
937.052256	2003.98	455.62	1200	1033.879447	725.200106
1693.287862	90	90	1800	350.714526	666.121142
111.902733	1554.86	1499.12	4000	1411.67445	128.359788
13.925681	462.78	422.78	2000	1047.090159	119.325453
3003.711667	349.45	0	2750	195.830629	26378.90782
13.75098	214.38	214.38	1500	1458.242991	178.665615
176.478557	600	600	1500	690.478077	77.300437
2124.720599	1006.01	686.01	5000	583.205075	579.876616
6043.926807	0	0	6500	1454.548208	3032.250188
801.513783	1697.02	1217.02	5500	959.353093	296.563549
2791.652315	0	0	3000	548.068694	1298.976568
1452.868602	93.34	0	1500	361.630594	995.233726
5311.500998	2339.79	2339.79	6500	6865.05666	1486.657279
58.142915	0	0	1200	79.965023	136.403124
1738.454303	0	0	7000	500.128525	407.848117
115.376754	448.15	448.15	9000	423.564594	174.871144
1615.436077	2610.29	2406.97	3600	689.414058	383.565211
111.789941	1157.94	943.94	7000	1209.840603	179.358734
11.4334	250	250	1800	1445.844749	84.417079
169.019496	4769.98	1164.35	4500	3998.399141	178.551031
1016.583226	120	0	1000	358.031022	853.500194
111.729154	824.1	824.1	6500	2961.848966	143.140487
2486.194077	2869.17	1761.23	5500	718.693733	596.134475
2728.076143	155.32	0	4500	630.56085	945.633907
467.220993	1110.17	640.17	4000	2514.118359	185.120378
165.192464	206.32	0	3000	271.234786	162.988745
2414.43578	689.4	689.4	8500	1582.886402	610.758681
2432.276042	7156.11	5921.26	9500	1914.832296	621.422606
1485.081634	48.22	48.22	1700	338.531014	542.822761
1723.637852	660.61	437.08	2000	396.20761	476.229722
1738.802811	395	395	6000	566.494736	457.010558
1912.691045	0	0	10000	19998.38969	637.003067
302.142293	3612.24	3340.05	10500	2866.24778	192.523653
185.725079	456.05	0	3000	446.660021	160.229568
2269.800656	0	0	3500	403.640958	967.007841
750.070967	311.2	311.2	1000	544.179931	181.243059
2287.854278	0	0	6000	3532.758968	551.975557
7.817753	170.02	0	2000	373.02841	73.301702
877.603886	7786.4	215	6500	7328.487542	2494.776569
11642.60156	15108.47	2370	12000	16005.45204	11652.56511
2893.135916	0	0	4000	877.652143	928.776392
1589.083369	0	0	2000	287.350882	411.733393
2540.711001	844.38	844.38	7000	576.312714	532.652119
1023.124791	1537.93	1093.67	9000	1070.149971	235.241959
3937.87556	0	0	12000	2108.79056	1046.614165
1079.008102	0	0	1200	1379.635287	271.364415
2545.614986	0	0	3000	716.417015	947.744413
1659.414215	324	324	4000	510.211233	542.325234
4484.839808	591.3	0	6500	1476.731171	1233.335517
335.360271	3237.47	3237.47	2000	3137.11501	124.831219
8214.860286	5213.41	2396.6	15000	2137.637765	2046.519248
745.72702	137.7	35	2000	2443.972329	3239.395001
302.091029	0	0	2000	4032.526313	87.872257
438.550144	3647.61	3403.79	7500	3130.109064	172.078686
646.745968	0	0	1350	789.132988	184.544674
9266.08054	100	0	17500	2444.123547	2603.406476
2735.480264	100	0	9000	1129.128267	1362.581887
160.530303	299.38	299.38	1200	41.244164	89.772488
2.386716	115	0	8500	99.456136	21.497533
199.753857	1569.23	940.51	7500	1480.652512	187.544352
1647.990537	127.46	127.46	3500	414.257207	486.378735
1362.551313	0	0	1500	312.512407	357.297959
2221.252825	0	0	7000	397.799248	477.915036
101.138672	1411.82	546.02	3500	1357.403057	176.899874
19.411374	229.92	0	2000	254.145406	142.377232
189.11961	429.88	0	10000	723.776734	203.340471
67.86054	295.64	189	3000	374.782336	68.395337
1338.317684	0	0	2000	2313.97005	398.031823
5099.850196	805.45	695.9	5000	1922.297415	3777.37996
68.222735	537.68	0	3000	577.379225	182.870068
4028.756012	361.07	104.38	4300	1279.931508	1537.985
9.730297	99.24	0	1000	195.347822	104.212617
224.915345	2330	0	7500	3795.415177	194.174903
1378.911019	0	0	1500	782.706659	424.424148
2017.948347	1137.55	1137.55	2500	2416.247973	667.805708
409.194212	1213.23	1213.23	6000	5997.800728	178.416838
3130.53708	428.16	428.16	4300	734.931543	688.847827
1143.409012	0	0	1200	283.066151	353.608086
4215.771256	0	0	7500	5197.380969	1561.708701
54.952957	470.12	0	10000	1042.208975	178.107513
1539.46423	629.78	423.89	2000	559.336578	467.519551
2589.500085	0	0	5000	1647.938923	687.719999
798.070226	660.02	530.19	2050	1238.467693	328.249203
6877.333016	0	0	9000	1370.858877	1757.148202
234.544023	2453.46	408.97	6500	2869.929774	199.539528
4420.693904	0	0	4600	2831.140832	2544.866539
5757.919072	5544.45	3169.2	7000	2370.147958	2411.305205
2341.625484	2153.83	1260.08	7500	774.4989	688.1366
1022.687467	409.92	0	1000	774.611541	940.657454
1497.869891	806.64	681.69	1700	826.296904	857.418392
115.340163	54.67	0	1200	410.867044	115.03558
1175.749847	848.26	115	1200	2117.531771	838.137478
512.058666	921.2	664.73	5500	1851.553319	786.58816
40.645069	636.83	636.83	7500	670.205252	182.978696
12323.84536	989.32	989.32	18000	9542.247486	2540.084696
967.177679	208.4	0	1000	431.402414	846.724721
97.453056	334.73	334.73	2500	234.271939	117.297542
346.782576	961.12	961.12	7000	409.11342	373.884808
32.228288	73.45	73.45	4000	25.162565	163.322311
39.642014	0	0	5000	0	
1902.444082	0	0	2500	2751.373324	650.087006
600.777518	760.38	269.53	4500	829.712416	186.053091
2864.644318	135	70	7000	1626.504396	656.858685
4994.957253	0	0	6400	1107.988488	1242.754558
5392.29598	0	0	8000	8237.315179	1167.409427
1841.606048	0	0	2500	372.508487	427.337579
2809.125422	65.5	65.5	3000	534.051634	1900.025531
1305.724538	509.88	0	1200	913.23046	1929.692587
258.148852	433.2	0	6000	229.824503	162.312596
162.722336	222.7	94.7	4250	367.719858	166.661302
4007.610043	83	83	10000	1308.070478	1221.251121
11.759081	100.94	0	6000	567.062237	134.693402
1384.008582	0	0	1500	183.35091	212.446542
6980.228444	4400	4000	10000	1530.593874	1596.221236
2964.124423	118.05	0	3000	359.886515	17563.48542
78.287038	1045.76	63.2	7000	944.999337	133.973858
1307.937701	1280.58	237.4	1800	544.411381	337.179545
27.93791	205.92	0	1200	327.268542	110.286711
77.305919	171.06	0	1500	329.587528	148.763367
807.091888	1272.53	356.64	6000	2274.388713	227.352478
5423.576453	1672.55	107.89	8500	2411.575976	4716.185183
1290.524209	1518.26	1024.83	1700	294.227995	383.572166
34.869037	356.32	0	1000	286.841222	129.155038
811.564879	558.08	492.04	8500	694.594504	201.679842
1109.109473	113	113	2500	200.741855	234.552176
969.034643	50.85	50.85	1200	256.061264	309.02637
80.167956	1053.52	1053.52	3000	970.48092	67.064056
607.912561	205.84	205.84	6000	258.631069	202.93187
0	199.73	22	9000	5557.460834	
1758.703148	3955.35	3502.36	7500	3561.755293	395.409663
169.062888	1556.66	209.33	1000	1234.677121	169.47941
268.577278	0	0	9000	34107.07499	761.962503
1431.670328	1020.76	0	5000	524.610416	409.222015
241.097264	790.6	63.9	1500	478.948292	168.169675
